championship,round,date,time,day_of_week,home_team,away_team,winner,stadium,home_team_score,away_team_score,home_team_region,away_team_region,winner_region
2010,15,21/08/2010,18h30,Sabado,Ceara,Gremio,Ceara,Castelao,2,1,CE,RS,CE
2010,15,21/08/2010,18h30,Sabado,Goias,Gremio Prudente,Gremio Prudente,Serra Dourada,1,2,GO,SP,SP
2010,15,22/08/2010,16h00,Domingo,Internacional,Atletico-GO,-,Beira Rio,1,1,RS,GO,-
2010,15,22/08/2010,18h30,Domingo,Vasco,Fluminense,-,Maracana,2,2,RJ,RJ,-
2010,15,22/08/2010,16h00,Domingo,Guarani,Palmeiras,-,Brinco de Ouro,0,0,SP,SP,-
2010,15,22/08/2010,16h00,Domingo,Athletico-PR,Flamengo,Athletico-PR,Arena da Baixada,1,0,PR,RJ,PR
2010,15,22/08/2010,18h30,Domingo,Corinthians,Sao Paulo,Corinthians,Pacaembu,3,0,SP,SP,SP
2010,15,22/08/2010,16h00,Domingo,Santos,Atletico-MG,Santos,Vila Belmiro,2,0,SP,MG,SP
2010,15,22/08/2010,18h30,Domingo,Cruzeiro,Vitoria,Vitoria,Ipatingao,0,1,MG,ES,ES
2010,16,25/08/2010,22h00,Quarta-feira,Sao Paulo,Vasco,-,Morumbi,0,0,SP,RJ,-
2010,16,25/08/2010,21h00,Quarta-feira,Gremio Prudente,Athletico-PR,Athletico-PR,Prudentao,0,1,SP,PR,PR
2010,16,25/08/2010,19h30,Quarta-feira,Botafogo-RJ,Ceara,Botafogo-RJ,Engenhao,1,0,RJ,CE,RJ
2010,16,25/08/2010,22h00,Quarta-feira,Cruzeiro,Corinthians,Cruzeiro,Parque do Sabia,1,0,MG,SP,MG
2010,16,25/08/2010,19h30,Quarta-feira,Goias,Fluminense,Fluminense,Serra Dourada,0,3,GO,RJ,RJ
2010,16,25/08/2010,19h30,Quarta-feira,Avai,Internacional,Internacional,Ressacada,0,1,SC,RS,RS
2010,16,25/08/2010,22h00,Quarta-feira,Gremio,Santos,Santos,Olimpico Monumental,1,2,RS,SP,SP
2010,16,26/08/2010,21h00,Quinta-feira,Flamengo,Atletico-MG,-,Maracana,0,0,RJ,MG,-
2010,16,26/08/2010,21h00,Quinta-feira,Vitoria,Guarani,-,Barradao,1,1,ES,SP,-
2010,16,26/08/2010,21h00,Quinta-feira,Palmeiras,Atletico-GO,Atletico-GO,Pacaembu,0,3,SP,GO,GO
2010,17,28/08/2010,18h30,Sabado,Vasco,Cruzeiro,-,Maracana,1,1,RJ,MG,-
2010,17,28/08/2010,18h30,Sabado,Ceara,Gremio Prudente,-,Castelao,2,2,CE,SP,-
2010,17,28/08/2010,18h30,Sabado,Internacional,Botafogo-RJ,Internacional,Beira Rio,1,0,RS,RJ,RS
2010,17,28/08/2010,18h30,Sabado,Santos,Goias,Santos,Pacaembu,2,0,SP,GO,SP
2010,17,29/08/2010,18h30,Domingo,Atletico-GO,Avai,-,Serra Dourada,2,2,GO,SC,-
2010,17,29/08/2010,18h30,Domingo,Athletico-PR,Gremio,-,Arena da Baixada,1,1,PR,RS,-
2010,17,29/08/2010,18h30,Domingo,Fluminense,Sao Paulo,-,Maracana,2,2,RJ,SP,-
2010,17,29/08/2010,16h00,Domingo,Corinthians,Vitoria,Corinthians,Pacaembu,2,1,SP,ES,SP
2010,17,29/08/2010,16h00,Domingo,Guarani,Flamengo,Guarani,Brinco de Ouro,2,1,SP,RJ,SP
2010,17,29/08/2010,16h00,Domingo,Atletico-MG,Palmeiras,Palmeiras,Ipatingao,1,2,MG,SP,SP
2010,18,01/09/2010,19h30,Quarta-feira,Vitoria,Internacional,-,Barradao,0,0,ES,RS,-
2010,18,01/09/2010,22h00,Quarta-feira,Fluminense,Palmeiras,-,Maracana,1,1,RJ,SP,-
2010,18,01/09/2010,21h00,Quarta-feira,Goias,Atletico-MG,Atletico-MG,Serra Dourada,1,3,GO,MG,MG
2010,18,01/09/2010,22h00,Quarta-feira,Athletico-PR,Ceara,Athletico-PR,Arena da Baixada,2,1,PR,CE,PR
2010,18,01/09/2010,19h30,Quarta-feira,Gremio Prudente,Botafogo-RJ,Botafogo-RJ,Prudentao,0,1,SP,RJ,RJ
2010,18,01/09/2010,22h00,Quarta-feira,Cruzeiro,Flamengo,Cruzeiro,Parque do Sabia,1,0,MG,RJ,MG
2010,18,01/09/2010,19h30,Quarta-feira,Gremio,Guarani,Gremio,Olimpico Monumental,1,0,RS,SP,RS
2010,18,02/09/2010,21h00,Quinta-feira,Santos,Avai,Santos,Vila Belmiro,2,1,SP,SC,SP
2010,18,02/09/2010,21h00,Quinta-feira,Sao Paulo,Atletico-GO,Sao Paulo,Morumbi,2,1,SP,GO,SP
2010,19,04/09/2010,18h30,Sabado,Botafogo-RJ,Gremio,-,Engenhao,2,2,RJ,RS,-
2010,19,04/09/2010,18h30,Sabado,Corinthians,Goias,Corinthians,Pacaembu,5,1,SP,GO,SP
2010,19,04/09/2010,18h30,Sabado,Ceara,Vasco,Vasco,Castelao,0,2,CE,RJ,RJ
2010,19,05/09/2010,16h00,Domingo,Flamengo,Santos,-,Maracana,0,0,RJ,SP,-
2010,19,05/09/2010,18h30,Domingo,Atletico-GO,Vitoria,Atletico-GO,Serra Dourada,4,1,GO,ES,GO
2010,19,05/09/2010,16h00,Domingo,Avai,Athletico-PR,Athletico-PR,Ressacada,0,1,SC,PR,PR
2010,19,05/09/2010,16h00,Domingo,Palmeiras,Cruzeiro,Cruzeiro,Pacaembu,2,3,SP,MG,MG
2010,19,05/09/2010,16h00,Domingo,Guarani,Fluminense,Guarani,Brinco de Ouro,2,1,SP,RJ,SP
2010,19,05/09/2010,18h30,Domingo,Internacional,Gremio Prudente,Internacional,Beira Rio,2,0,RS,SP,RS
2010,19,05/09/2010,18h30,Domingo,Atletico-MG,Sao Paulo,Sao Paulo,Ipatingao,2,3,MG,SP,SP
2010,20,08/09/2010,22h00,Quarta-feira,Athletico-PR,Corinthians,-,Arena da Baixada,1,1,PR,SP,-
2010,20,08/09/2010,22h00,Quarta-feira,Vitoria,Palmeiras,-,Barradao,1,1,ES,SP,-
2010,20,08/09/2010,19h30,Quarta-feira,Cruzeiro,Internacional,Cruzeiro,Parque do Sabia,1,0,MG,RS,MG
2010,20,08/09/2010,19h30,Quarta-feira,Fluminense,Ceara,Fluminense,Engenhao,3,1,RJ,CE,RJ
2010,20,08/09/2010,19h30,Quarta-feira,Goias,Guarani,Goias,Serra Dourada,3,1,GO,SP,GO
2010,20,08/09/2010,19h30,Quarta-feira,Gremio,Atletico-GO,Gremio,Olimpico Monumental,2,0,RS,GO,RS
2010,20,08/09/2010,22h00,Quarta-feira,Sao Paulo,Flamengo,Sao Paulo,Morumbi,2,0,SP,RJ,SP
2010,20,09/09/2010,21h00,Quinta-feira,Vasco,Atletico-MG,-,Sao Januario,1,1,RJ,MG,-
2010,20,09/09/2010,21h00,Quinta-feira,Gremio Prudente,Avai,-,Prudentao,1,1,SP,SC,-
2010,20,09/09/2010,21h00,Quinta-feira,Santos,Botafogo-RJ,Botafogo-RJ,Pacaembu,0,1,SP,RJ,RJ
2010,21,11/09/2010,18h30,Sabado,Flamengo,Vitoria,-,Raulino de Oliveira,2,2,RJ,ES,-
2010,21,11/09/2010,18h30,Sabado,Atletico-GO,Fluminense,Atletico-GO,Serra Dourada,2,1,GO,RJ,GO
2010,21,11/09/2010,18h30,Sabado,Corinthians,Gremio,Gremio,Pacaembu,0,1,SP,RS,RS
2010,21,12/09/2010,18h30,Domingo,Internacional,Goias,-,Beira Rio,0,0,RS,GO,-
2010,21,12/09/2010,16h00,Domingo,Palmeiras,Vasco,-,Pacaembu,0,0,SP,RJ,-
2010,21,12/09/2010,16h00,Domingo,Atletico-MG,Gremio Prudente,Atletico-MG,Arena do Jacare,1,0,MG,SP,MG
2010,21,12/09/2010,16h00,Domingo,Botafogo-RJ,Sao Paulo,Botafogo-RJ,Engenhao,2,0,RJ,SP,RJ
2010,21,12/09/2010,18h30,Domingo,Ceara,Santos,Ceara,Castelao,2,1,CE,SP,CE
2010,21,12/09/2010,16h00,Domingo,Avai,Cruzeiro,Cruzeiro,Ressacada,1,2,SC,MG,MG
2010,21,12/09/2010,18h30,Domingo,Guarani,Athletico-PR,Guarani,Brinco de Ouro,1,0,SP,PR,SP
2010,22,15/09/2010,22h00,Quarta-feira,Vitoria,Ceara,-,Barradao,0,0,ES,CE,-
2010,22,15/09/2010,19h30,Quarta-feira,Athletico-PR,Atletico-MG,Athletico-PR,Arena da Baixada,2,1,PR,MG,PR
2010,22,15/09/2010,22h00,Quarta-feira,Fluminense,Corinthians,Corinthians,Engenhao,1,2,RJ,SP,SP
2010,22,15/09/2010,19h30,Quarta-feira,Cruzeiro,Guarani,Cruzeiro,Arena do Jacare,4,2,MG,SP,MG
2010,22,15/09/2010,22h00,Quarta-feira,Gremio Prudente,Flamengo,Flamengo,Prudentao,1,2,SP,RJ,RJ
2010,22,15/09/2010,19h30,Quarta-feira,Goias,Botafogo-RJ,Goias,Serra Dourada,4,1,GO,RJ,GO
2010,22,15/09/2010,22h00,Quarta-feira,Gremio,Palmeiras,Palmeiras,Olimpico Monumental,1,2,RS,SP,SP
2010,22,15/09/2010,19h30,Quarta-feira,Santos,Atletico-GO,Santos,Vila Belmiro,4,2,SP,GO,SP
2010,22,16/09/2010,21h00,Quinta-feira,Vasco,Avai,-,Sao Januario,1,1,RJ,SC,-
2010,22,16/09/2010,21h00,Quinta-feira,Sao Paulo,Internacional,Internacional,Morumbi,1,3,SP,RS,RS
2010,23,18/09/2010,18h00,Sabado,Botafogo-RJ,Cruzeiro,-,Engenhao,2,2,RJ,MG,-
2010,23,18/09/2010,18h00,Sabado,Atletico-GO,Athletico-PR,Athletico-PR,Serra Dourada,1,2,GO,PR,PR
2010,23,18/09/2010,18h00,Sabado,Corinthians,Gremio Prudente,Corinthians,Pacaembu,3,0,SP,SP,SP
2010,23,19/09/2010,18h30,Domingo,Flamengo,Fluminense,-,Engenhao,3,3,RJ,RJ,-
2010,23,19/09/2010,18h30,Domingo,Ceara,Goias,-,Castelao,1,1,CE,GO,-
2010,23,19/09/2010,16h00,Domingo,Guarani,Santos,-,Brinco de Ouro,0,0,SP,SP,-
2010,23,19/09/2010,18h30,Domingo,Avai,Gremio,Gremio,Ressacada,0,3,SC,RS,RS
2010,23,19/09/2010,16h00,Domingo,Internacional,Vasco,Internacional,Beira Rio,1,0,RS,RJ,RS
2010,23,19/09/2010,16h00,Domingo,Palmeiras,Sao Paulo,Sao Paulo,Pacaembu,0,2,SP,SP,SP
2010,23,19/09/2010,16h00,Domingo,Atletico-MG,Vitoria,Vitoria,Arena do Jacare,2,3,MG,ES,ES
2010,24,22/09/2010,21h00,Quarta-feira,Vasco,Botafogo-RJ,-,Engenhao,2,2,RJ,RJ,-
2010,24,22/09/2010,22h00,Quarta-feira,Gremio,Flamengo,-,Olimpico Monumental,2,2,RS,RJ,-
2010,24,22/09/2010,19h30,Quarta-feira,Goias,Atletico-GO,Atletico-GO,Serra Dourada,1,3,GO,GO,GO
2010,24,22/09/2010,22h00,Quarta-feira,Athletico-PR,Internacional,Athletico-PR,Arena da Baixada,1,0,PR,RS,PR
2010,24,22/09/2010,22h00,Quarta-feira,Santos,Corinthians,Corinthians,Vila Belmiro,2,3,SP,SP,SP
2010,24,22/09/2010,19h30,Quarta-feira,Cruzeiro,Ceara,Cruzeiro,Arena do Jacare,2,0,MG,CE,MG
2010,24,22/09/2010,19h30,Quarta-feira,Gremio Prudente,Palmeiras,Palmeiras,Prudentao,0,1,SP,SP,SP
2010,24,22/09/2010,19h30,Quarta-feira,Sao Paulo,Guarani,Sao Paulo,Morumbi,2,1,SP,SP,SP
2010,24,23/09/2010,21h00,Quinta-feira,Fluminense,Atletico-MG,Fluminense,Engenhao,5,1,RJ,MG,RJ
2010,24,23/09/2010,21h00,Quinta-feira,Vitoria,Avai,Vitoria,Barradao,3,0,ES,SC,ES
2010,25,25/09/2010,18h30,Sabado,Atletico-GO,Gremio Prudente,Atletico-GO,Serra Dourada,3,0,GO,SP,GO
2010,25,25/09/2010,18h30,Sabado,Sao Paulo,Goias,Goias,Morumbi,0,3,SP,GO,GO
2010,25,25/09/2010,18h30,Sabado,Guarani,Vasco,Guarani,Brinco de Ouro,1,0,SP,RJ,SP
2010,25,25/09/2010,18h30,Sabado,Flamengo,Palmeiras,Palmeiras,Engenhao,1,3,RJ,SP,SP
2010,25,25/09/2010,18h30,Sabado,Santos,Cruzeiro,Santos,Arena Barueri,4,1,SP,MG,SP
2010,25,26/09/2010,16h00,Domingo,Botafogo-RJ,Athletico-PR,-,Engenhao,1,1,RJ,PR,-
2010,25,26/09/2010,18h30,Domingo,Avai,Ceara,Avai,Ressacada,5,0,SC,CE,SC
2010,25,26/09/2010,16h00,Domingo,Vitoria,Fluminense,Fluminense,Barradao,1,2,ES,RJ,RJ
2010,25,26/09/2010,18h30,Domingo,Atletico-MG,Gremio,Gremio,Arena do Jacare,1,2,MG,RS,RS
2010,25,26/09/2010,16h00,Domingo,Internacional,Corinthians,Internacional,Beira Rio,3,2,RS,SP,RS
2010,26,28/09/2010,21h10,Terça-feira,Goias,Flamengo,-,Serra Dourada,1,1,GO,RJ,-
2010,26,28/09/2010,21h00,Terça-feira,Vasco,Santos,Vasco,Sao Januario,3,1,RJ,SP,RJ
2010,26,29/09/2010,22h00,Quarta-feira,Ceara,Atletico-MG,-,Castelao,0,0,CE,MG,-
2010,26,29/09/2010,22h00,Quarta-feira,Corinthians,Botafogo-RJ,-,Pacaembu,1,1,SP,RJ,-
2010,26,29/09/2010,19h30,Quarta-feira,Athletico-PR,Vitoria,Athletico-PR,Arena da Baixada,1,0,PR,ES,PR
2010,26,29/09/2010,19h30,Quarta-feira,Cruzeiro,Atletico-GO,Cruzeiro,Arena do Jacare,3,0,MG,GO,MG
2010,26,29/09/2010,21h00,Quarta-feira,Fluminense,Avai,Fluminense,Raulino de Oliveira,1,0,RJ,SC,RJ
2010,26,29/09/2010,22h00,Quarta-feira,Gremio,Sao Paulo,Gremio,Olimpico Monumental,4,2,RS,SP,RS
2010,26,29/09/2010,19h30,Quarta-feira,Gremio Prudente,Guarani,Gremio Prudente,Prudentao,4,2,SP,SP,SP
2010,26,29/09/2010,19h30,Quarta-feira,Palmeiras,Internacional,Palmeiras,Arena Barueri,2,0,SP,RS,SP
2010,27,01/10/2010,21h00,Sexta-feira,Vasco,Goias,Vasco,Sao Januario,3,2,RJ,GO,RJ
2010,27,02/10/2010,18h30,Sabado,Cruzeiro,Athletico-PR,-,Arena do Jacare,0,0,MG,PR,-
2010,27,02/10/2010,16h00,Sabado,Corinthians,Ceara,-,Pacaembu,2,2,SP,CE,-
2010,27,02/10/2010,18h30,Sabado,Botafogo-RJ,Flamengo,-,Engenhao,1,1,RJ,RJ,-
2010,27,02/10/2010,16h00,Sabado,Gremio Prudente,Fluminense,-,Prudentao,1,1,SP,RJ,-
2010,27,02/10/2010,16h00,Sabado,Santos,Palmeiras,-,Vila Belmiro,1,1,SP,SP,-
2010,27,02/10/2010,21h00,Sabado,Avai,Sao Paulo,-,Ressacada,0,0,SC,SP,-
2010,27,02/10/2010,21h00,Sabado,Atletico-GO,Atletico-MG,Atletico-MG,Serra Dourada,2,3,GO,MG,MG
2010,27,02/10/2010,16h00,Sabado,Vitoria,Gremio,Gremio,Barradao,0,3,ES,RS,RS
2010,27,02/10/2010,18h30,Sabado,Internacional,Guarani,Internacional,Beira Rio,3,0,RS,SP,RS
2010,28,06/10/2010,19h30,Quarta-feira,Guarani,Botafogo-RJ,-,Brinco de Ouro,1,1,SP,RJ,-
2010,28,06/10/2010,21h50,Quarta-feira,Athletico-PR,Vasco,-,Arena da Baixada,0,0,PR,RJ,-
2010,28,06/10/2010,21h50,Quarta-feira,Atletico-MG,Corinthians,Atletico-MG,Arena do Jacare,2,1,MG,SP,MG
2010,28,06/10/2010,21h50,Quarta-feira,Ceara,Internacional,Ceara,Castelao,1,0,CE,RS,CE
2010,28,06/10/2010,19h30,Quarta-feira,Gremio,Gremio Prudente,Gremio,Olimpico Monumental,4,0,RS,SP,RS
2010,28,06/10/2010,19h30,Quarta-feira,Fluminense,Santos,Santos,Engenhao,0,3,RJ,SP,SP
2010,28,06/10/2010,21h50,Quarta-feira,Sao Paulo,Vitoria,Sao Paulo,Arena Barueri,2,0,SP,ES,SP
2010,28,07/10/2010,21h00,Quinta-feira,Goias,Cruzeiro,Cruzeiro,Serra Dourada,0,1,GO,MG,MG
2010,28,07/10/2010,21h00,Quinta-feira,Flamengo,Atletico-GO,Flamengo,Raulino de Oliveira,2,0,RJ,GO,RJ
2010,28,07/10/2010,21h00,Quinta-feira,Palmeiras,Avai,Palmeiras,Pacaembu,4,1,SP,SC,SP
2010,29,09/10/2010,18h30,Sabado,Vasco,Gremio,-,Sao Januario,3,3,RJ,RS,-
2010,29,09/10/2010,18h30,Sabado,Santos,Athletico-PR,Santos,Vila Belmiro,2,0,SP,PR,SP
2010,29,09/10/2010,18h30,Sabado,Gremio Prudente,Sao Paulo,Sao Paulo,Prudentao,2,3,SP,SP,SP
2010,29,10/10/2010,16h00,Domingo,Avai,Flamengo,-,Ressacada,2,2,SC,RJ,-
2010,29,10/10/2010,16h00,Domingo,Botafogo-RJ,Palmeiras,-,Engenhao,0,0,RJ,SP,-
2010,29,10/10/2010,16h00,Domingo,Corinthians,Atletico-GO,Atletico-GO,Pacaembu,3,4,SP,GO,GO
2010,29,10/10/2010,18h30,Domingo,Ceara,Guarani,Ceara,Castelao,2,0,CE,SP,CE
2010,29,10/10/2010,16h00,Domingo,Cruzeiro,Fluminense,Cruzeiro,Arena do Jacare,1,0,MG,RJ,MG
2010,29,10/10/2010,16h00,Domingo,Goias,Vitoria,Goias,Serra Dourada,1,0,GO,ES,GO
2010,29,10/10/2010,18h30,Domingo,Internacional,Atletico-MG,Internacional,Beira Rio,1,0,RS,MG,RS
2010,13,13/10/2010,22h00,Quarta-feira,Santos,Internacional,Santos,Vila Belmiro,1,0,SP,RS,SP
2010,18,13/10/2010,22h00,Quarta-feira,Vasco,Corinthians,Vasco,Sao Januario,2,0,RJ,SP,RJ
2010,30,16/10/2010,18h30,Sabado,Athletico-PR,Goias,Athletico-PR,Arena da Baixada,2,1,PR,GO,PR
2010,30,16/10/2010,18h30,Sabado,Flamengo,Internacional,Flamengo,Engenhao,3,0,RJ,RS,RJ
2010,30,17/10/2010,18h30,Domingo,Fluminense,Botafogo-RJ,-,Engenhao,0,0,RJ,RJ,-
2010,30,17/10/2010,18h30,Domingo,Palmeiras,Ceara,-,Arena Barueri,1,1,SP,CE,-
2010,30,17/10/2010,16h00,Domingo,Guarani,Corinthians,-,Brinco de Ouro,0,0,SP,SP,-
2010,30,17/10/2010,16h00,Domingo,Atletico-GO,Vasco,Atletico-GO,Serra Dourada,2,0,GO,RJ,GO
2010,30,17/10/2010,16h00,Domingo,Atletico-MG,Avai,Atletico-MG,Arena do Jacare,2,0,MG,SC,MG
2010,30,17/10/2010,16h00,Domingo,Gremio,Cruzeiro,Gremio,Olimpico Monumental,2,1,RS,MG,RS
2010,30,17/10/2010,18h30,Domingo,Sao Paulo,Santos,Sao Paulo,Morumbi,4,3,SP,SP,SP
2010,30,17/10/2010,16h00,Domingo,Vitoria,Gremio Prudente,Vitoria,Barradao,2,0,ES,SP,ES
2010,31,23/10/2010,18h30,Sabado,Guarani,Atletico-GO,Atletico-GO,Brinco de Ouro,0,1,SP,GO,GO
2010,31,23/10/2010,18h30,Sabado,Botafogo-RJ,Vitoria,Botafogo-RJ,Engenhao,1,0,RJ,ES,RJ
2010,31,24/10/2010,18h30,Domingo,Vasco,Flamengo,-,Engenhao,1,1,RJ,RJ,-
2010,31,24/10/2010,16h00,Domingo,Athletico-PR,Fluminense,-,Arena da Baixada,2,2,PR,RJ,-
2010,31,24/10/2010,18h30,Domingo,Gremio,Internacional,-,Olimpico Monumental,2,2,RS,RS,-
2010,31,24/10/2010,18h30,Domingo,Cruzeiro,Atletico-MG,Atletico-MG,Parque do Sabia,3,4,MG,MG,MG
2010,31,24/10/2010,16h00,Domingo,Ceara,Sao Paulo,Ceara,Castelao,2,0,CE,SP,CE
2010,31,24/10/2010,16h00,Domingo,Corinthians,Palmeiras,Corinthians,Pacaembu,1,0,SP,SP,SP
2010,31,24/10/2010,16h00,Domingo,Goias,Avai,Goias,Serra Dourada,1,0,GO,SC,GO
2010,31,24/10/2010,18h30,Domingo,Santos,Gremio Prudente,Gremio Prudente,Vila Belmiro,2,3,SP,SP,SP
2010,32,27/10/2010,22h00,Quarta-feira,Flamengo,Corinthians,-,Engenhao,1,1,RJ,SP,-
2010,32,28/10/2010,21h00,Quinta-feira,Atletico-GO,Ceara,-,Serra Dourada,1,1,GO,CE,-
2010,32,28/10/2010,21h00,Quinta-feira,Fluminense,Gremio,Fluminense,Engenhao,2,0,RJ,RS,RJ
2010,32,28/10/2010,21h00,Quinta-feira,Sao Paulo,Athletico-PR,Sao Paulo,Arena Barueri,2,1,SP,PR,SP
2010,32,30/10/2010,16h00,Sabado,Internacional,Santos,-,Beira Rio,1,1,RS,SP,-
2010,32,30/10/2010,18h30,Sabado,Avai,Guarani,Avai,Ressacada,1,0,SC,SP,SC
2010,32,30/10/2010,18h30,Sabado,Atletico-MG,Botafogo-RJ,Botafogo-RJ,Arena do Jacare,0,2,MG,RJ,RJ
2010,32,30/10/2010,18h30,Sabado,Gremio Prudente,Cruzeiro,Cruzeiro,Prudentao,0,2,SP,MG,MG
2010,32,30/10/2010,18h30,Sabado,Palmeiras,Goias,Palmeiras,Arena Barueri,3,2,SP,GO,SP
2010,32,30/10/2010,16h00,Sabado,Vitoria,Vasco,Vitoria,Barradao,4,2,ES,RJ,ES
2010,33,03/11/2010,19h30,Quarta-feira,Guarani,Atletico-MG,-,Brinco de Ouro,0,0,SP,MG,-
2010,33,03/11/2010,21h50,Quarta-feira,Ceara,Flamengo,-,Castelao,2,2,CE,RJ,-
2010,33,03/11/2010,19h30,Quarta-feira,Internacional,Fluminense,-,Beira Rio,0,0,RS,RJ,-
2010,33,03/11/2010,19h30,Quarta-feira,Santos,Vitoria,-,Vila Belmiro,1,1,SP,ES,-
2010,33,03/11/2010,19h30,Quarta-feira,Botafogo-RJ,Atletico-GO,Botafogo-RJ,Engenhao,3,2,RJ,GO,RJ
2010,33,03/11/2010,21h50,Quarta-feira,Corinthians,Avai,Corinthians,Pacaembu,4,0,SP,SC,SP
2010,33,03/11/2010,19h30,Quarta-feira,Goias,Gremio,Gremio,Serra Dourada,0,2,GO,RS,RS
2010,33,03/11/2010,21h50,Quarta-feira,Cruzeiro,Sao Paulo,Sao Paulo,Parque do Sabia,0,2,MG,SP,SP
2010,33,04/11/2010,21h00,Quinta-feira,Athletico-PR,Palmeiras,Athletico-PR,Arena da Baixada,1,0,PR,SP,PR
2010,33,04/11/2010,21h00,Quinta-feira,Vasco,Gremio Prudente,Vasco,Sao Januario,2,1,RJ,SP,RJ
2010,34,06/11/2010,19h30,Sabado,Atletico-GO,Internacional,-,Serra Dourada,2,2,GO,RS,-
2010,34,06/11/2010,19h30,Sabado,Atletico-MG,Santos,-,Arena do Jacare,2,2,MG,SP,-
2010,34,06/11/2010,19h30,Sabado,Gremio,Ceara,Gremio,Olimpico Monumental,5,1,RS,CE,RS
2010,34,07/11/2010,17h00,Domingo,Avai,Botafogo-RJ,-,Ressacada,0,0,SC,RJ,-
2010,34,07/11/2010,19h30,Domingo,Flamengo,Athletico-PR,Athletico-PR,Raulino de Oliveira,0,1,RJ,PR,PR
2010,34,07/11/2010,17h00,Domingo,Sao Paulo,Corinthians,Corinthians,Morumbi,0,2,SP,SP,SP
2010,34,07/11/2010,17h00,Domingo,Vitoria,Cruzeiro,Cruzeiro,Barradao,0,1,ES,MG,MG
2010,34,07/11/2010,19h30,Domingo,Fluminense,Vasco,Fluminense,Engenhao,1,0,RJ,RJ,RJ
2010,34,07/11/2010,17h00,Domingo,Gremio Prudente,Goias,Gremio Prudente,Prudentao,4,1,SP,GO,SP
2010,34,07/11/2010,19h30,Domingo,Palmeiras,Guarani,Palmeiras,Arena Barueri,1,0,SP,SP,SP
2010,35,10/11/2010,21h50,Quarta-feira,Ceara,Botafogo-RJ,-,Castelao,2,2,CE,RJ,-
2010,35,13/11/2010,19h30,Sabado,Santos,Gremio,-,Vila Belmiro,0,0,SP,RS,-
2010,35,13/11/2010,19h30,Sabado,Atletico-MG,Flamengo,Atletico-MG,Arena do Jacare,4,1,MG,RJ,MG
2010,35,13/11/2010,19h30,Sabado,Corinthians,Cruzeiro,Corinthians,Pacaembu,1,0,SP,MG,SP
2010,35,14/11/2010,17h00,Domingo,Fluminense,Goias,-,Engenhao,1,1,RJ,GO,-
2010,35,14/11/2010,17h00,Domingo,Vasco,Sao Paulo,-,Sao Januario,1,1,RJ,SP,-
2010,35,14/11/2010,17h00,Domingo,Guarani,Vitoria,-,Brinco de Ouro,1,1,SP,ES,-
2010,35,14/11/2010,17h00,Domingo,Atletico-GO,Palmeiras,Atletico-GO,Serra Dourada,3,0,GO,SP,GO
2010,35,14/11/2010,19h30,Domingo,Athletico-PR,Gremio Prudente,Athletico-PR,Arena da Baixada,2,1,PR,SP,PR
2010,35,14/11/2010,17h00,Domingo,Internacional,Avai,Avai,Beira Rio,2,3,RS,SC,SC
2010,36,20/11/2010,19h30,Sabado,Gremio Prudente,Ceara,-,Prudentao,1,1,SP,CE,-
2010,36,20/11/2010,19h30,Sabado,Flamengo,Guarani,Flamengo,Engenhao,2,1,RJ,SP,RJ
2010,36,20/11/2010,19h30,Sabado,Gremio,Athletico-PR,Gremio,Olimpico Monumental,3,1,RS,PR,RS
2010,36,21/11/2010,17h00,Domingo,Vitoria,Corinthians,-,Barradao,1,1,ES,SP,-
2010,36,21/11/2010,17h00,Domingo,Palmeiras,Atletico-MG,Atletico-MG,Fonte Luminosa,0,2,SP,MG,MG
2010,36,21/11/2010,19h30,Domingo,Avai,Atletico-GO,Avai,Ressacada,3,0,SC,GO,SC
2010,36,21/11/2010,19h30,Domingo,Cruzeiro,Vasco,Cruzeiro,Arena do Jacare,3,1,MG,RJ,MG
2010,36,21/11/2010,17h00,Domingo,Sao Paulo,Fluminense,Fluminense,Arena Barueri,1,4,SP,RJ,RJ
2010,36,21/11/2010,17h00,Domingo,Botafogo-RJ,Internacional,Internacional,Engenhao,1,2,RJ,RS,RS
2010,36,21/11/2010,19h30,Domingo,Goias,Santos,Santos,Serra Dourada,1,4,GO,SP,SP
2010,37,28/11/2010,17h00,Domingo,Ceara,Athletico-PR,-,Castelao,1,1,CE,PR,-
2010,37,28/11/2010,17h00,Domingo,Atletico-GO,Sao Paulo,-,Serra Dourada,1,1,GO,SP,-
2010,37,28/11/2010,17h00,Domingo,Internacional,Vitoria,-,Beira Rio,1,1,RS,ES,-
2010,37,28/11/2010,17h00,Domingo,Atletico-MG,Goias,Atletico-MG,Arena do Jacare,3,1,MG,GO,MG
2010,37,28/11/2010,17h00,Domingo,Avai,Santos,Avai,Ressacada,3,2,SC,SP,SC
2010,37,28/11/2010,17h00,Domingo,Botafogo-RJ,Gremio Prudente,Botafogo-RJ,Engenhao,3,1,RJ,SP,RJ
2010,37,28/11/2010,17h00,Domingo,Corinthians,Vasco,Corinthians,Pacaembu,2,0,SP,RJ,SP
2010,37,28/11/2010,17h00,Domingo,Flamengo,Cruzeiro,Cruzeiro,Raulino de Oliveira,1,2,RJ,MG,MG
2010,37,28/11/2010,17h00,Domingo,Palmeiras,Fluminense,Fluminense,Arena Barueri,1,2,SP,RJ,RJ
2010,37,28/11/2010,17h00,Domingo,Guarani,Gremio,Gremio,Brinco de Ouro,0,3,SP,RS,RS
